symbol,shortName,sector,industry,marketCap,Market_Cap_B,trailingEps,forwardEps,trailingPE,forwardPE,priceToBook,ROE_%,ROA_%,debtToEquity,Dividend_Yield_%,beta,52W_High,52W_Low
WIKA,Wijaya Karya (Persero) Tbk,Industrials,Engineering & Construction,8133880578048.0,8133.880578048,-29.91,-133.9,,-1.5235251,1.4378653,-52.372,-3.1240001,387.414,,0.28,358.0,180.0
WINR,Winner Nusantara Jaya Tbk.,Real Estate,Real Estate - Development,188471377920.0,188.47137792,907.823,,0.03965531,,0.5192557,6.082,2.743,23.719,,0.7,62.0,12.0
WINS,Wintermar Offshore Marine Tbk.,Industrials,Marine Shipping,2063406202880.0,2063.40620288,45.14,94.14,10.367745,4.971319,12648.648,9.885000400000001,5.696,17.474,44.0,0.125,498.0,319.06384
WIRG,WIR ASIA Tbk.,Technology,Information Technology Services,1289371254784.0,1289.371254784,1.33,,81.203,13.012048,1.5704523,10.727999,5.9830000000000005,15.014,,0.863,242.0,70.0
WMPP,"WMPP.JK,0P0001NZ4Y,0",,,353028014080.0,353.02801408,,,,,1.3097577,,,,,,12.0,12.0
WMUU,Widodo Makmur Unggas Tbk.,Consumer Defensive,Farm Products,427058823168.0,427.058823168,-6.83,,,,0.5442401,-10.6680006,-1.9369999999999998,159.383,,0.774,42.0,8.0
WOMF,Wahana Ottomitra Multiartha Tbk,Financial Services,Credit Services,1176740691968.0,1176.740691968,61.76,,5.472798,,0.613946,11.630999000000001,2.9409999,263.666,678.0,0.386,434.0,322.0
WOOD,Integra Indocabinet Tbk.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2593278132224.0,2593.278132224,26.42,121.6,15.669947,3.4046054,0.59043074,3.5450000000000004,3.314,55.293,,0.132,620.0,270.0
WOWS,Ginting Jaya Energi Tbk.,Energy,Oil & Gas Equipment & Services,195581870080.0,195.58187008,-2.104,,,,0.370386,1.5570001,1.891,13.605,,0.049,163.0,41.0
WSBP,Waskita Beton Precast Tbk.,Basic Materials,Building Materials,1043768737792.0,1043.768737792,-13.22,,,,-0.5827863,,-5.6799997,,,0.098,39.0,11.0
WSKT,"WSKT.JK,0P0000XQCT,0",,,5818974994432.0,5818.974994432,,,,3.7820632,-15.958287,,,,,,202.0,202.0
WTON,Wijaya Karya Beton Tbk.,Basic Materials,Building Materials,880262119424.0,880.262119424,4.58,42.5,22.052402,2.3764706,0.24457219,0.88599995,1.079,6.516,75.0,,124.0,56.0
YELO,Yelooo Integra Datanet Tbk.,Consumer Cyclical,Travel Services,154934722560.0,154.93472256,16.492,,4.911472,,0.53928095,-1.467,-1.5240000999999999,,,-0.248,81.0,14.0
YOII,Asuransi Digital Bersama Tbk.,Financial Services,Insurance - Diversified,339044073472.0,339.044073472,,,,,1.65201,17.695,3.688,,,,149.0,78.0
YPAS,Yanaprima Hastapersada Tbk,Consumer Cyclical,Packaging & Containers,332664045568.0,332.664045568,-5.28,,,,2.688085,-3.085,-0.64,93.703,,,675.0,248.0
YUPI,Yupi Indo Jelly Gum Tbk.,Consumer Defensive,Confectioners,14012960997376.0,14012.960997376,70.68,,23.203169,,8.17364,32.338001999999996,16.549999,46.694,1142.0,,2480.0,1450.0
YULE,Yulie Sekuritas Indonesia Tbk.,Financial Services,Capital Markets,4285674291200.0,4285.6742912,32.4,,83.33333,,7.353041,9.140000500000001,7.675999999999999,0.524,30.0,0.208,3370.0,2050.0
ZATA,Bersama Zatta Jaya Tbk.,Consumer Cyclical,Apparel Retail,577728020480.0,577.72802048,,,,,1.1572105,0.34199999999999997,0.922,19.071,8.0,2.531,110.0,6.0
ZBRA,Dosni Roha Indonesia Tbk.,Healthcare,Medical Distribution,26710364160.0,26.71036416,-50.87,,,,0.11446389,-28.336,-3.1559999999999997,94.473,,-0.298,116.0,50.0
ZINC,Kapuas Prima Coal Tbk.,Basic Materials,Other Industrial Metals & Mining,858500038656.0,858.500038656,-7.49,,,,1.8474245,-36.470002,-2.854,334.796,,,50.0,10.0
ZONE,Mega Perintis Tbk.,Consumer Cyclical,Apparel Retail,469892595712.0,469.892595712,56.431,,9.569208,,1.2319148,2.1170001000000003,3.197,57.977,195.0,,940.0,530.0
ZYRX,Zyrexindo Mandiri Buana Tbk.,Technology,Computer Hardware,241333551104.0,241.333551104,52.08,,3.4754224,,0.8035302,5.391,3.773,36.815,94.0,,210.0,101.0
