symbol,shortName,sector,industry,marketCap,Market_Cap_B,trailingEps,forwardEps,trailingPE,forwardPE,priceToBook,ROE_%,ROA_%,debtToEquity,Dividend_Yield_%,beta,52W_High,52W_Low
KIAS,Keramika Indonesia Assosiasi Tb,Industrials,Building Products & Equipment,313511084032.0,313.511084032,-1.13,,,,0.43774623,-1.592,-0.65499996,4.874,,0.279,25.0,16.0
KICI,Kedaung Indah Can Tbk,Consumer Cyclical,"Furnishings, Fixtures & Appliances",68448002048.0,68.448002048,73.94,,3.3540707,,0.70544326,-9.322999999999999,-3.689,24.675,,0.742,320.0,102.0
KIJA,Kawasan Industri Jababeka Tbk,Real Estate,Real Estate - Development,3826442829824.0,3826.442829824,7.38,25.0,25.20325,7.44,0.62905204,8.234,6.205,58.636,95.0,0.14,236.0,155.0
KINO,Kino Indonesia Tbk.,Consumer Defensive,Beverages - Non-Alcoholic,1799358775296.0,1799.358775296,99.96,162.0,13.0552225,8.055555,1.068446,8.621999599999999,2.971,100.753,245.00000000000003,-0.232,1350.0,1000.0
KKES,Kusuma Kemindo Sentosa Tbk.,Basic Materials,Specialty Chemicals,40499998720.0,40.49999872,,,,,0.66632116,-9.584,-1.8259999999999998,46.246,217.0,-0.485,46.0,20.0
KKGI,Resource Alam Indonesia Tbk,Energy,Thermal Coal,1578958585856.0,1578.958585856,15.03,,21.556887,,10125.0,1.933,3.4979999999999998,0.744,919.9999999999999,-0.189,566.99493,316.0
KJEN,Krida Jaringan Nusantara Tbk.,Industrials,Integrated Freight & Logistics,112999997440.0,112.99999744,-4.302,,,,1.8072048,0.101,0.486,3.326,,-2.648,336.0,60.0
KLAS,Pelayaran Kurnia Lautan Semesta,Industrials,Marine Shipping,488351727616.0,488.351727616,,,,,1.8591746,20.384,7.697,65.68,74.0,1.871,177.0,100.0
KLBF,Kalbe Farma Tbk,Healthcare,Drug Manufacturers - General,55379723550720.0,55379.72355072,76.58,74.81,15.931052,16.307981,2.4062405,14.554,9.329,2.102,305.0,0.009,1600.0,985.0
KLIN,Klinko Karya Imaji Tbk.,Consumer Cyclical,Home Improvement Retail,214434988032.0,214.434988032,,,,,6.7802215,-8.016,-2.781,23.28,,-0.766,232.0,93.0
KMDS,Kurniamitra Duta Sentosa Tbk.,Consumer Defensive,Food Distribution,543999983616.0,543.999983616,91.171,,7.4585123,,2.1917737,25.927,15.187000000000001,0.509,676.0,0.373,745.0,510.0
KMTR,Kirana Megatara Tbk.,Consumer Cyclical,Auto Parts,2251010342912.0,2251.010342912,2546.09,,0.107615985,,1.0117085,12.58,9.126,103.828,,-0.143,410.0,246.0
KOBX,Kobexindo Tractors Tbk.,Industrials,Farm & Heavy Construction Machinery,413595009024.0,413.595009024,0.006,,30333.334,,0.8257001,-37.383997,0.20600000000000002,294.347,,-0.147,242.0,125.0
KOCI,Kokoh Exa Nusantara Tbk.,Real Estate,Real Estate - Development,401819762688.0,401.819762688,,,,,3.107287,13.128,7.776,0.106,345.0,,110.0,50.0
KOIN,Kokoh Inti Arebama Tbk,Industrials,Building Products & Equipment,69639905280.0,69.63990528,-16.2,,,,-0.7162023,,-1.48,,,,94.0,60.0
KOKA,Koka Indonesia Tbk.,Industrials,Engineering & Construction,841231892480.0,841.23189248,,,,,5.1861,-6.875000000000001,-3.9049998,4.53,,1.639,490.0,57.0
KONI,Perdana Bangun Pusaka Tbk,Consumer Cyclical,Specialty Retail,979679969280.0,979.67996928,52.46,,59.85513,,5.9491553,10.8710006,7.965999999999999,,,0.538,3910.0,1110.0
KOPI,Mitra Energi Persada Tbk.,Energy,Oil & Gas Refining & Marketing,216152670208.0,216.152670208,2.383,,130.08813,,3.0450969,-24.983999,3.018,189.752,,0.738,1155.0,296.0
KOTA,DMS Propertindo Tbk.,Real Estate,Real Estate Services,379662663680.0,379.66266368,-2.1,,,,0.32375556,-1.9450001000000001,-0.348,30.73,,1.202,47.0,5.0
KPIG,MNC Tourism Indonesia Tbk.,Real Estate,Real Estate Services,13853111877632.0,13853.111877632,7.35,,19.319729,,0.4954329,2.348,1.233,21.503,,0.361,244.0,80.0
KRAS,Krakatau Steel (Persero) Tbk.,Basic Materials,Steel,7196859957248.0,7196.859957248,41.87,25.0,8.884644,14.88,16173.913,15.307,-0.625,284.279,,0.876,436.0,94.0
KREN,Quantum Clovera Investama Tbk.,Financial Services,Asset Management,291267969024.0,291.267969024,-7.39,,,,7.9365077,-11.526,-8.1920005,15.556,,,33.0,5.0
KRYA,Bangun Karya Perkasa Jaya Tbk.,Industrials,Engineering & Construction,342772350976.0,342.772350976,,,,,10.807407,-104.63201,-22.878999999999998,117.756,,0.76,324.0,50.0
KSIX,Kentanix Supra International Tb,Real Estate,Real Estate - Development,795273461760.0,795.27346176,,,,,0.63586813,1.5829999000000001,0.73,,,,635.0,170.0
KUAS,Ace Oldfields Tbk.,Industrials,Building Products & Equipment,86618144768.0,86.618144768,5.438,,12.320705,,0.5253007,7.165000000000001,4.6529997,62.895,441.0,-0.234,86.0,50.0
LABA,Green Power Group Tbk.,Basic Materials,Steel,262609797120.0,262.60979712,28.102,,8.469149,,2.3741832,4.1279997999999996,1.123,0.917,,0.395,420.0,97.0
LABS,UBC Medical Indonesia Tbk.,Healthcare,Medical Devices,556950028288.0,556.950028288,,,,,3.6953561,,,18.228,,,154.0,107.0
LAJU,Jasa Berdikari Logistics Tbk.,Industrials,Integrated Freight & Logistics,146196119552.0,146.196119552,,,,,1.103484,-1.359,1.3359999,80.172,19.0,,94.0,50.0
LAND,Trimitra Propertindo Tbk.,Real Estate,Real Estate Services,94949081088.0,94.949081088,0.12,,283.33334,,0.20765643,0.071999995,0.46499999999999997,31.343,,0.119,57.0,13.0
LAPD,Leyand International Tbk,,,848798941184.0,848.798941184,,,,,-40.119984,,,,,,360.0,9.0
LCKM,LCK Global Kedaton Tbk.,Communication Services,Telecom Services,237999996928.0,237.999996928,1.516,,156.99208,,1.7781098,1.6629999999999998,0.889,,,-0.084,312.0,175.0
LCGP,"LCGP.JK,0P0000EOLE,0",,,641820000256.0,641.820000256,,,2000.0,,0.40248978,,,,,,114.0,114.0
LEAD,Logindo Samudramakmur Tbk.,Industrials,Marine Shipping,452370104320.0,452.37010432,-0.001,,,,9750.0,7.378,3.1460000000000004,119.621,,-1.019,133.0,61.0
LFLO,Imago Mulia Persada Tbk.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",915414450176.0,915.414450176,,,,,12.2452545,27.172002,10.4899995,20.144,292.0,1.385,700.0,79.0
LGLO,,,,,,,,,,,,,,,,,
LIFE,MSIG Life Insurance Indonesia T,Financial Services,Insurance - Life,20947499220992.0,20947.499220992,132.37,,75.35696,,2.474552,3.431,1.2669998999999998,0.006,192.0,0.193,17100.0,4990.0
LINK,Link Net Tbk.,Communication Services,Telecom Services,7979584716800.0,7979.5847168,-514.09,381.62,,7.5991826,2.0090365,-30.168,-3.9800000000000004,173.754,,0.83,3790.0,1110.0
LION,Lion Metal Works Tbk,Industrials,Business Equipment & Supplies,237192953856.0,237.192953856,-8.273,,,,0.502154,-3.6989998,-1.8819999,5.438,112.00000000000001,0.556,1015.0,252.0
LIVE,Homeco Victoria Makmur Tbk.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",849705959424.0,849.705959424,,,,,2.5008788,4.8449997,4.3470003,51.644,,,348.0,107.0
LMAS,"LMAS.JK,0P0000B77G,0",,,39392600064.0,39.392600064,,,19.73165,,-0.34563568,,,,,,50.0,50.0
LMPI,Langgeng Makmur Industri Tbk.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",152286167040.0,152.28616704,-14.241,,,,1.268673,-28.709,-1.9619999999999997,211.986,,-0.206,218.0,97.0
LMSH,Lionmesh Prima Tbk.,Industrials,Metal Fabrication,24576000000.0,24.576,20.993,,12.194541,,0.2614932,-5.25,-4.191000000000001,,,0.193,422.0,256.0
LOPI,Logisticsplus International Tbk,Industrials,Integrated Freight & Logistics,94600970240.0,94.60097024,,,,,1.5935073,8.012,5.656000199999999,17.147,,-1.132,129.0,27.0
LPKR,Lippo Karawaci Tbk,Healthcare,Medical Care Facilities,6237203726336.0,6237.203726336,5.58,2.68,15.77061,32.83582,0.20725828,1.735,0.89,27.82,,0.278,135.0,56.0
LPCK,Lippo Cikarang Tbk,Real Estate,Real Estate - Development,2978117582848.0,2978.117582848,50.98,926.67,11.37701,0.62589705,0.4426288,4.306,1.11,7.795,,-0.021,755.0,405.77084
LPGI,Lippo General Insurance Tbk,Financial Services,Insurance - Diversified,2294999941120.0,2294.99994112,40.01,,19.12022,,2.2985883,12.85,3.5000000000000004,0.026,78.0,0.263,960.0,292.0
LPIN,Multi Prima Sejahtera Tbk,Consumer Cyclical,Auto Parts,194649997312.0,194.649997312,61.18,,7.4861064,,0.57410824,8.953,3.665,,983.0,-0.896,520.0,320.0
LPLI,Star Pacific Tbk,Real Estate,Real Estate Services,526694744064.0,526.694744064,285.93,,1.5738118,,0.16126975,13.603000000000002,-0.73,,,0.922,990.0,222.0
LPPF,Matahari Department Store Tbk.,Consumer Cyclical,Department Stores,2001078845440.0,2001.07884544,359.04,339.59,4.7627006,5.035484,20.96205,548.735,17.05,1480.124,1764.9999999999998,-0.003,2130.0,1330.0
LPPS,Lenox Pasifik Investama Tbk.,Financial Services,Capital Markets,367531524096.0,367.531524096,51.37,,2.7642593,,0.36882448,14.274999999999999,14.273,,,0.265,210.0,50.0
LRNA,Eka Sari Lorena Transport Tbk.,Industrials,Railroads,63000006656.0,63.000006656,-71.2,,,,0.23561442,-5.529,-4.453,2.773,,0.406,218.0,130.0
LSIP,PP London Sumatra Indonesia Tbk,Consumer Defensive,Farm Products,9547949277184.0,9547.949277184,281.99,185.4,4.964715,7.551241,0.7145624,15.21,9.846,0.013,469.00000000000006,0.331,1475.0,930.0
LTLS,Lautan Luas Tbk,Basic Materials,Specialty Chemicals,1266955845632.0,1266.955845632,105.79,,8.176577,,0.42180163,5.268,3.395,50.848,520.0,-0.206,1025.0,815.0
LUCK,Sentral Mitra Informatika Tbk.,Technology,Computer Hardware,83742703616.0,83.742703616,-0.512,,,,0.6547103,-5.3870000000000005,-4.823,,,0.429,143.0,52.0
LUCY,Lima Dua Lima Tiga Tbk.,Consumer Cyclical,Restaurants,163595583488.0,163.595583488,,,,,2.9826016,-21.927999,-11.61,57.056,,0.012,153.0,66.0
LUKY,,,,,,,,,,,,,,,,,
LMAX,Lupromax Pelumas Indonesia Tbk.,Energy,Oil & Gas Refining & Marketing,53950726144.0,53.950726144,,,,,1.0575539,1.006,1.3679999999999999,13.908,,-0.065,141.0,25.0
MABA,"MABA.JK,0P0001B2S6,0",,,768259981312.0,768.259981312,,,,,2.746649,,,,,,50.0,50.0
MAGA,,,,,,,,,,,,,,,,,
MAGP,"MAGP.JK,0P0000XUPW,0",,,449999962112.0,449.999962112,,,,,6.113964,,,,,,50.0,50.0
MAIN,Malindo Feedmill Tbk,Consumer Defensive,Packaged Foods,1838097891328.0,1838.097891328,118.99,95.2,6.933356,8.665967,0.7018069,10.343,5.0079998,65.693,802.0,0.319,950.0,570.0
MANG,Manggung Polahraya Tbk.,Industrials,Engineering & Construction,251625914368.0,251.625914368,,,,,1.7742412,-4.427,0.055,18.324,,,181.0,27.0
MAPI,Mitra Adiperkasa Tbk,Consumer Cyclical,Department Stores,22078000463872.0,22078.000463872,111.01,137.96,11.980903,9.640475,1.6792505,14.831,7.290000000000001,47.813,76.0,0.121,1625.0,1075.0
MAPA,Map Aktif Adiperkasa Tbk.,Consumer Cyclical,Specialty Retail,20522880466944.0,20522.880466944,49.97,64.16,14.408645,11.221945,2.521653,18.558,10.7880004,23.229,56.00000000000001,0.434,1110.0,505.0
MAPB,MAP Boga Adiperkasa Tbk.,Consumer Cyclical,Restaurants,3940072816640.0,3940.07281664,-73.92,,,,2.7392302,-11.536,-2.928,33.155,,0.401,2460.0,1015.0
MARI,Mahaka Radio Integra Tbk.,Communication Services,Broadcasting,152326668288.0,152.326668288,-5.087,94.0,,0.30851063,5.5018024,,-10.446999,,,1.027,50.0,20.0
MARK,Mark Dynamics Indonesia Tbk.,Healthcare,Medical Instruments & Supplies,2698000203776.0,2698.000203776,70.92,,10.011281,,3.094963,30.823,19.819,3.79,1250.0,0.385,1130.0,585.0
MASA,,,,,,,,,,,,,,,,,
MASB,Bank Multiarta Sentosa Tbk.,Financial Services,Banks - Regional,4444374171648.0,4444.374171648,151.53,,20.91995,,1.0889127,5.345,0.676,,73.0,0.203,3950.0,2950.0
MAYA,Bank Mayapada Internasional Tbk,Financial Services,Banks - Regional,6594299953152.0,6594.299953152,1.78,,141.57303,,0.17510457,0.10300000000000001,0.0120000004,,,0.303,334.0,166.0
MBAP,Mitrabara Adiperdana Tbk.,Energy,Thermal Coal,1969771511808.0,1969.771511808,53.61,,29.938444,,10844.595,1.7719999,0.8460000000000001,12.199,237.0,-0.508,3300.0,1315.0
MBMA,Merdeka Battery Materials Tbk.,Basic Materials,Other Precious Metals & Mining,62637345865728.0,62637.345865728,1.15,15.65,504.34784,37.060703,41428.57,2.6589999,1.2150001000000001,34.737,,0.93,750.0,238.0
MBSS,Mitrabahtera Segara Sejati Tbk.,Industrials,Marine Shipping,2336285523968.0,2336.285523968,231.69,,5.7620096,,0.6089748,11.126000399999999,3.697,7.024,,0.25,2850.0,890.0
MBTO,Martina Berto Tbk.,Consumer Defensive,Household & Personal Products,195810000896.0,195.810000896,-120.726,,,,0.5617253,-6.704000000000001,0.124,45.172,,0.347,334.0,71.0
MCAS,M Cash Integrasi Tbk.,Industrials,Business Equipment & Supplies,685389840384.0,685.389840384,-38.88,59.64,,13.246143,3.9764035,-8.401,-1.1480000000000001,32.381,,-0.078,1920.0,750.0
MCOL,Prima Andalan Mandiri Tbk.,Energy,Thermal Coal,13653349761024.0,13653.349761024,230.95,,16.626976,,25098.04,8.836000400000001,5.647,11.514,796.0,-0.453,5500.0,3470.0
MCOR,Bank China Construction Bank In,Financial Services,Banks - Regional,2730220584960.0,2730.22058496,8.05,,8.944099,,0.38535026,4.408,0.9190001,,,0.271,83.0,58.0
MCSA,,,,,,,,,,,,,,,,,
MDIA,Intermedia Capital Tbk.,Communication Services,Broadcasting,1294112784384.0,1294.112784384,-26.89,,,,1.3444146,-70.026,1.039,294.261,,0.251,59.0,10.0
MDKA,Merdeka Copper Gold Tbk.,Basic Materials,Other Industrial Metals & Mining,53469071278080.0,53469.07127808,-40.14,46.94,,46.655308,59189.188,-0.08600000299999999,1.6619999,63.878,,1.114,2820.0,1040.0
MDKI,Emdeki Utama Tbk.,Basic Materials,Specialty Chemicals,503499816960.0,503.49981696,15.452,,12.8785925,,0.5230813,3.435,1.915,1.012,401.99999999999994,0.384,230.0,140.0
MDLA,Medela Potentia Tbk.,Healthcare,Medical Distribution,3363077881856.0,3363.077881856,24.04,,9.98336,,1.1484902,15.032,5.08,10.479,412.0,,318.0,179.0
MDLN,Modernland Realty Tbk.,Real Estate,Real Estate - Development,716838993920.0,716.83899392,-7.14,,,,0.18225007,-2.0389999999999997,0.59100003,155.296,,0.097,84.0,50.0
MDRN,Modern Internasional Tbk.,Industrials,Business Equipment & Supplies,290022391808.0,290.022391808,3.12,,12.179487,,-1.0399277,,11.622,,,,79.0,5.0
MEDC,Medco Energi Internasional Tbk.,Energy,Oil & Gas E&P,31224156389376.0,31224.156389376,118.57,344.24,10.668803,3.674762,14375.0,8.1190005,4.7379999999999995,164.606,449.0,0.569,1750.0,875.0
MEDS,Hetzer Medical Indonesia Tbk.,Healthcare,Medical Instruments & Supplies,96874995712.0,96.874995712,,,,,1.9034169,-15.818999999999999,-8.770999999999999,8.301,,1.073,93.0,50.0
MEGA,Bank Mega Tbk,Financial Services,Banks - Regional,37805770145792.0,37805.770145792,241.15,,13.352685,,1.5984274,12.548,2.122,,276.0,0.161,4890.0,3000.0
MEJA,Harta Djaya Karya Tbk.,Industrials,Engineering & Construction,239872409600.0,239.8724096,,,,,2.8287582,,,17.599,,,446.0,32.0
MENN,Menn Teknologi Indonesia Tbk.,Industrials,Electrical Equipment & Parts,76004753408.0,76.004753408,,,,,1.9389771,-9.1709994,-5.261000200000001,,,-4.342,79.0,26.0
MERI,Merry Riana Edukasi Tbk.,Consumer Defensive,Education & Training Services,256907575296.0,256.907575296,,,,,14.128515,,,1.352,,,700.0,164.0
META,"META.JK,0P0000ENQT,0",,,4123410563072.0,4123.410563072,,,,,1.030254,,,,,,238.0,238.0
MFMI,Multifiling Mitra Indonesia Tbk,Industrials,Specialty Business Services,984855281664.0,984.855281664,34.356,,37.839096,,8.568359,13.200999999999999,6.583,226.128,,0.142,1300.0,1100.0
MGNA,Magna Investama Mandiri Tbk.,Financial Services,Credit Services,293303943168.0,293.303943168,36.022,,2.38743,,2.621072,17.926000000000002,4.954,151.117,,,116.0,15.0
MGRO,Mahkota Group Tbk.,Consumer Defensive,Packaged Foods,2661593645056.0,2661.593645056,5.24,,144.08397,,7.267932,-1.461,1.6729999999999998,493.998,,-0.036,800.0,625.0
MHKI,Multi Hanna Kreasindo Tbk.,Industrials,Waste Management,870000033792.0,870.000033792,10.58,,21.928167,,1.8485909,8.051,6.1880004,2.164,93.0,,334.0,82.0
MICE,Multi Indocitra Tbk,Consumer Defensive,Household & Personal Products,361061449728.0,361.061449728,80.64,,7.564484,,0.37867406,5.07,3.9920002,31.442,164.0,0.392,810.0,410.0
MIDI,Midi Utama Indonesia Tbk.,Consumer Defensive,Grocery Stores,13173506703360.0,13173.50670336,20.03,22.34,19.670494,17.636526,3.0297205,14.954999999999998,6.505,12.577,188.0,-0.026,486.0,272.0
MIKA,Mitra Keluarga Karyasehat Tbk.,Healthcare,Medical Care Facilities,35325002907648.0,35325.002907648,89.82,94.6,28.27878,26.849895,5.104163,18.435000000000002,12.369,0.132,170.0,0.124,2820.0,2070.0
MILI,,,,,,,,,,,,,,,,,
MINA,Sanurhasta Mitra Tbk.,Consumer Cyclical,Lodging,2185312468992.0,2185.312468992,-0.71,,,,8.685106,-4.0840000000000005,-2.537,0.049,,-0.074,290.0,23.0
MIRA,Mitra International Resources T,Energy,Oil & Gas Equipment & Services,114882109440.0,114.88210944,-1.62,,,,0.7810606,-5.41,-0.98,28.479,,-0.509,81.0,7.0
MITI,Mitra Investindo Tbk,Industrials,Marine Shipping,1090546499584.0,1090.546499584,2.48,,124.19355,,2.729456,3.136,2.496,1.132,167.0,0.442,398.0,132.0
MKAP,Multikarya Asia Pasifik Raya Tb,Energy,Oil & Gas Equipment & Services,1105000005632.0,1105.000005632,,,,,3.5072517,18.149,8.895000999999999,38.107,88.0,,434.0,222.0
MKNT,Mitra Komunikasi Nusantara Tbk.,Technology,Communication Equipment,5500000256.0,5.500000256,-3.84,,,,-0.28579593,,-4.3870002,,,-0.304,1.0,1.0
MKPI,Metropolitan Kentjana Tbk,Real Estate,Real Estate Services,22922588585984.0,22922.588585984,1130.14,,21.391155,17.920683,3.0911584,14.846,8.345999599999999,0.03,301.0,-0.058,27125.0,20025.0
MKTR,Menthobi Karyatama Raya Tbk.,Consumer Defensive,Farm Products,1809064263680.0,1809.06426368,5.9,,25.423729,,2.797829,11.447000000000001,6.033,118.776,99.0,1.638,193.0,89.0
MLBI,Multi Bintang Indonesia Tbk,Consumer Defensive,Beverages - Brewers,12378625277952.0,12378.625277952,524.16,592.6,11.20841,9.9139385,9.531597,84.299004,25.954,8.674,926.0,-0.003,6600.0,5500.0
MLIA,Mulia Industrindo Tbk,Industrials,Building Products & Equipment,2249100099584.0,2249.100099584,10.34,,32.88201,,0.42173943,1.30900005,0.8540000000000001,14.86,206.99999999999997,0.067,364.0,268.0
MLPL,Multipolar Tbk,Consumer Cyclical,Department Stores,2185870573568.0,2185.870573568,-7.8,,,,0.2653626,-1.9650001000000001,0.387,20.389,,0.529,274.0,84.0
MLPT,Multipolar Technology Tbk.,Technology,Information Technology Services,146250011770880.0,146250.01177088,171.6,,454.54544,,193.15154,46.251999999999995,6.6530000000000005,35.365,18.0,1.452,257875.0,16800.0
MMLP,Mega Manunggal Property Tbk.,Real Estate,Real Estate Services,3892361035776.0,3892.361035776,35.0,,16.142857,,0.8419252,5.41,2.4539999999999997,32.784,204.0,0.008,610.0,460.0
MMIX,Multi Medika Internasional Tbk.,Healthcare,Pharmaceutical Retailers,1200106373120.0,1200.10637312,,,,,6.5723753,12.745000000000001,8.009,102.196,,2.104,300.0,37.0
MNCN,Media Nusantara Citra Tbk,Communication Services,Advertising Agencies,3518424940544.0,3518.424940544,68.73,104.96,3.8702166,2.534299,0.15797356,4.211,3.4590002,6.286,,0.192,316.0,220.0
MOLI,Madusari Murni Indah Tbk.,Basic Materials,Chemicals,882587860992.0,882.587860992,8.75,,37.028572,,0.74571735,2.2190000000000003,2.2079999,20.485,178.0,0.087,412.0,160.0
MPMX,Mitra Pinasthika Mustika Tbk.,Consumer Cyclical,Auto & Truck Dealerships,4226529886208.0,4226.529886208,126.03,141.87,7.656907,6.802002,0.6926326,8.975001,3.9839998000000003,0.548,1244.0,0.246,1115.0,920.0
MPOW,Megapower Makmur Tbk.,Utilities,Utilities - Independent Power Producers,95588655104.0,95.588655104,6.576,,17.79197,,0.84354115,-7.041,-2.617,31.764,,-0.074,197.0,76.0
MPPA,Matahari Putra Prima Tbk,Consumer Cyclical,Department Stores,803931684864.0,803.931684864,-9.0,3.61,,17.174517,13.756379,-103.60400000000001,0.8210000000000001,2329.072,,1.554,93.0,50.0
MPRO,Maha Properti Indonesia Tbk.,Real Estate,Real Estate - Development,84511249399808.0,84511.249399808,-2.43,,,,104.07101,-5.4130003,-0.77600004,30.139,,1.072,10800.0,1950.0
MPXL,MPX Logistics International Tbk,Industrials,Trucking,472003477504.0,472.003477504,,,,,5.1523886,-5.604,2.015,111.608,73.0,1.063,268.0,87.0
MREI,Maskapai Reasuransi Indonesia T,Financial Services,Insurance - Reinsurance,512613777408.0,512.613777408,177.97,,5.562735,,0.31331772,5.815,0.9159999999999999,,153.0,-0.337,1150.0,590.0
MRAT,Mustika Ratu Tbk,Consumer Defensive,Household & Personal Products,148087996416.0,148.087996416,-11.87,,,,0.25802544,-0.9599999499999999,0.527,20.498,,0.596,645.0,200.0
MSIE,Multisarana Intan Eduka Tbk.,Real Estate,Real Estate Services,70080372736.0,70.080372736,,,,,0.6238303,-1.0290001,-0.775,2.017,,1.491,104.0,12.0
MSIN,MNC Digital Entertainment Tbk.,Communication Services,Entertainment,30095385296896.0,30095.385296896,7.47,,66.39893,,4.171397,6.4430000000000005,3.749,3.873,,0.373,1165.0,430.0
MSJA,Multi Spunindo Jaya Tbk.,Consumer Cyclical,Textile Manufacturing,1705882419200.0,1705.8824192,14.07,,20.61123,,20714.285,5.955,3.8129999999999997,16.159,413.99999999999994,,414.0,268.0
MSKY,MNC Sky Vision Tbk.,Communication Services,Entertainment,827663712256.0,827.663712256,-13.4,,,,0.505398,-7.797999999999999,-2.175,6.777,,-0.158,113.0,50.0
MSTI,Mastersystem Infotama Tbk.,Technology,Information Technology Services,4489365422080.0,4489.36542208,169.03,,8.460036,7.3333335,2.1317067,26.108998,13.058,4.754,825.0,-0.306,1775.0,1275.0
MSLE,,,,,,,,,,,,,,,,,
MTDL,Metrodata Electronics Tbk,Technology,Electronics & Computer Distribution,7366130532352.0,7366.130532352,61.02,65.0,9.832842,9.230769,1.6869144,19.586000000000002,7.356,23.386,400.0,0.188,685.0,464.0
MTEL,Dayamitra Telekomunikasi Tbk.,Communication Services,Telecom Services,48046796701696.0,48046.796701696,27.02,28.48,21.280533,20.189608,1.426537,6.371,4.552,53.852,317.0,0.042,695.0,488.0
MTFN,Capitalinc Investment Tbk,Energy,Oil & Gas E&P,509473325056.0,509.473325056,-2.13,,,,-1.039096,,-15.839,,,,28.0,3.0
MTLA,Metropolitan Land Tbk.,Real Estate,Real Estate Services,3368255750144.0,3368.255750144,50.69,,8.680213,,0.634623,7.359,3.757,19.245,256.0,0.237,515.0,378.0
MTMH,Murni Sadar Tbk.,Healthcare,Medical Care Facilities,2378806067200.0,2378.8060672,24.72,,46.521038,,1.5864345,3.168,2.5239998,48.561,,0.212,1635.0,830.0
MTRA,"MTRA.JK,0P00017FWO,0",,,187879997440.0,187.87999744,,,,,1.8617711,,,,,,244.0,244.0
MTSM,Metro Realty Tbk,Real Estate,Real Estate Services,116423999488.0,116.423999488,-10.55,,,,4.1945605,-9.856,-1.1059999500000002,9.468,,-1.57,1005.0,358.0
MTWI,Malacca Trust Wuwungan Insuranc,Financial Services,Insurance - Diversified,1052815196160.0,1052.81519616,4.44,,81.08108,,2.6548672,24.568,3.32,1.181,152.0,-0.038,438.0,117.0
MYOH,Samindo Resources Tbk.,Energy,Thermal Coal,3386689716224.0,3386.689716224,66.93,,22.934408,,19430.379,15.289,8.6780004,10.99,385.0,-0.075,2350.0,1350.0
MYOR,Mayora Indah Tbk,Consumer Defensive,Packaged Foods,47254924689408.0,47254.924689408,126.99,160.31,16.69423,13.224378,2.7313182,17.171,7.305000000000001,51.345,259.0,-0.256,2790.0,1820.0
MYRX,"MYRX.JK,0P0000C5DS,0",,,4335160000512.0,4335.160000512,,,,,0.61428076,,,,,,50.0,50.0
MYTX,Asia Pacific Investama Tbk.,Consumer Cyclical,Textile Manufacturing,278902145024.0,278.902145024,-9.41,,,,-0.49211255,,4.675,,,,44.0,31.0
NASA,Andalan Perkasa Abadi Tbk.,Real Estate,Real Estate - Development,330147856384.0,330.147856384,0.57,,52.63158,,0.3020935,0.57300003,0.32600001,,,0.035,72.0,14.0
NASI,Wahana Inti Makmur Tbk.,Consumer Defensive,Farm Products,83162202112.0,83.162202112,5.033,,20.464931,,1.4518493,-5.3150002,-1.7409999999999999,21.181,,0.251,158.0,50.0
NATO,Surya Permata Andalan Tbk.,Consumer Cyclical,Lodging,1184164478976.0,1184.164478976,-0.04,,,,1.479009,-0.05,-0.013,,,-0.299,183.0,123.0
NAYZ,Hassana Boga Sejahtera Tbk.,Consumer Defensive,Packaged Foods,214200958976.0,214.200958976,,,,,3.1039834,-3.164,-2.1979999,0.544,25.0,0.413,199.0,19.0
NCKL,Trimegah Bangun Persada Tbk.,Basic Materials,Other Industrial Metals & Mining,62731147280384.0,62731.147280384,126.7,111.77,7.8531966,8.90221,1.754519,25.308000000000003,8.755,23.671,304.0,0.897,1395.0,530.0
NELY,Pelayaran Nelly Dwi Putri Tbk.,Industrials,Marine Shipping,850700075008.0,850.700075008,27.87,,12.988876,,0.92230004,12.134,6.834999999999999,23.623,543.0,0.462,470.0,330.0
NEST,Esta Indonesia Tbk.,Consumer Defensive,Farm Products,1431150002176.0,1431.150002176,5.67,,61.37566,,3.901214,6.264,2.9530000000000003,0.299,,,580.0,224.0
NETV,MDTV Media Technologies Tbk.,Communication Services,Broadcasting,4342854451200.0,4342.8544512,-8.22,,,,7.6097984,,-14.89,43.126,,0.898,250.0,100.0
NFCX,NFC Indonesia Tbk.,Communication Services,Internet Content & Information,1189030002688.0,1189.030002688,-22.27,,,,4.295738,-8.632,-1.481,33.287,,-1.415,2300.0,1050.0
NICK,Charnic Capital Tbk.,Real Estate,Real Estate Services,856262246400.0,856.2622464,329.949,,3.9854643,,2.9907572,48.126000000000005,26.104,0.201,,-0.534,1950.0,570.0
NIKL,Pelat Timah Nusantara Tbk.,Industrials,Metal Fabrication,923546091520.0,923.54609152,8.36,,43.779907,,16636.363,2.329,2.5209999,71.385,,0.888,580.0,181.0
NINE,Techno9 Indonesia Tbk.,Technology,Information Technology Services,668669968384.0,668.669968384,,,,,20.38267,-18.41,-13.333,4.085,,-4.568,358.0,26.0
